question,options,votes
10,"[10, 16, 22, 28]","(22, 16, 28, 10)"
10,"[10, 16, 22, 28]","(16, 28, 10, 22)"
10,"[10, 16, 22, 28]","(28, 16, 10, 22)"
10,"[10, 16, 22, 28]","(16, 28, 10, 22)"
10,"[10, 16, 22, 28]","(10, 28, 16, 22)"
10,"[10, 16, 22, 28]","(10, 22, 16, 28)"
10,"[10, 16, 22, 28]","(28, 22, 10, 16)"
10,"[10, 16, 22, 28]","(16, 10, 22, 28)"
10,"[10, 16, 22, 28]","(10, 22, 28, 16)"
10,"[10, 16, 22, 28]","(10, 16, 22, 28)"
10,"[10, 16, 22, 28]","(16, 28, 10, 22)"
10,"[10, 16, 22, 28]","(28, 10, 22, 16)"
10,"[10, 16, 22, 28]","(28, 10, 16, 22)"
10,"[10, 16, 22, 28]","(10, 22, 16, 28)"
10,"[10, 16, 22, 28]","(28, 22, 10, 16)"
10,"[10, 16, 22, 28]","(22, 16, 28, 10)"
10,"[10, 16, 22, 28]","(10, 22, 16, 28)"
10,"[10, 16, 22, 28]","(10, 28, 16, 22)"
10,"[10, 16, 22, 28]","(10, 16, 22, 28)"
10,"[10, 16, 22, 28]","(16, 10, 28, 22)"
10,"[10, 16, 22, 28]","(28, 22, 16, 10)"
10,"[10, 16, 22, 28]","(16, 22, 28, 10)"
10,"[10, 16, 22, 28]","(28, 16, 10, 22)"
10,"[10, 16, 22, 28]","(16, 28, 22, 10)"
10,"[10, 16, 22, 28]","(16, 28, 10, 22)"
10,"[10, 16, 22, 28]","(22, 10, 16, 28)"
10,"[10, 16, 22, 28]","(22, 28, 10, 16)"
10,"[10, 16, 22, 28]","(16, 22, 28, 10)"
10,"[10, 16, 22, 28]","(28, 16, 22, 10)"
10,"[10, 16, 22, 28]","(16, 10, 28, 22)"
10,"[10, 16, 22, 28]","(28, 22, 16, 10)"
10,"[10, 16, 22, 28]","(28, 10, 16, 22)"
10,"[10, 16, 22, 28]","(28, 22, 16, 10)"
10,"[10, 16, 22, 28]","(10, 16, 28, 22)"
10,"[10, 16, 22, 28]","(22, 28, 16, 10)"
10,"[10, 16, 22, 28]","(10, 22, 16, 28)"
10,"[10, 16, 22, 28]","(28, 10, 16, 22)"
10,"[10, 16, 22, 28]","(28, 10, 16, 22)"
10,"[10, 16, 22, 28]","(10, 22, 16, 28)"
10,"[10, 16, 22, 28]","(22, 10, 16, 28)"
10,"[10, 16, 22, 28]","(16, 28, 22, 10)"
10,"[10, 16, 22, 28]","(22, 10, 16, 28)"
10,"[10, 16, 22, 28]","(10, 16, 22, 28)"
10,"[10, 16, 22, 28]","(28, 16, 10, 22)"
10,"[10, 16, 22, 28]","(28, 10, 16, 22)"
10,"[10, 16, 22, 28]","(28, 10, 16, 22)"
10,"[10, 16, 22, 28]","(28, 22, 16, 10)"
10,"[10, 16, 22, 28]","(22, 16, 28, 10)"
10,"[10, 16, 22, 28]","(22, 10, 16, 28)"
10,"[10, 16, 22, 28]","(10, 28, 16, 22)"
10,"[10, 16, 22, 28]","(16, 22, 10, 28)"
10,"[10, 16, 22, 28]","(22, 28, 10, 16)"
10,"[10, 16, 22, 28]","(10, 22, 16, 28)"
10,"[10, 16, 22, 28]","(22, 28, 10, 16)"
10,"[10, 16, 22, 28]","(16, 10, 22, 28)"
10,"[10, 16, 22, 28]","(16, 10, 22, 28)"
10,"[10, 16, 22, 28]","(10, 22, 28, 16)"
10,"[10, 16, 22, 28]","(28, 10, 16, 22)"
10,"[10, 16, 22, 28]","(22, 28, 16, 10)"
10,"[10, 16, 22, 28]","(22, 16, 10, 28)"
10,"[10, 16, 22, 28]","(28, 16, 22, 10)"
10,"[10, 16, 22, 28]","(22, 10, 16, 28)"
10,"[10, 16, 22, 28]","(16, 10, 22, 28)"
10,"[10, 16, 22, 28]","(10, 16, 28, 22)"
10,"[10, 16, 22, 28]","(22, 16, 10, 28)"
10,"[10, 16, 22, 28]","(16, 10, 28, 22)"
10,"[10, 16, 22, 28]","(28, 16, 22, 10)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(23, 11, 29, 17)"
11,"[11, 17, 23, 29]","(11, 29, 23, 17)"
11,"[11, 17, 23, 29]","(29, 23, 17, 11)"
11,"[11, 17, 23, 29]","(29, 23, 17, 11)"
11,"[11, 17, 23, 29]","(17, 29, 23, 11)"
11,"[11, 17, 23, 29]","(11, 29, 23, 17)"
11,"[11, 17, 23, 29]","(17, 29, 23, 11)"
11,"[11, 17, 23, 29]","(11, 29, 23, 17)"
11,"[11, 17, 23, 29]","(17, 29, 23, 11)"
11,"[11, 17, 23, 29]","(29, 17, 23, 11)"
11,"[11, 17, 23, 29]","(17, 11, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 29, 23)"
11,"[11, 17, 23, 29]","(29, 23, 17, 11)"
11,"[11, 17, 23, 29]","(23, 29, 11, 17)"
11,"[11, 17, 23, 29]","(11, 29, 17, 23)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(23, 17, 11, 29)"
11,"[11, 17, 23, 29]","(29, 23, 17, 11)"
11,"[11, 17, 23, 29]","(11, 23, 17, 29)"
11,"[11, 17, 23, 29]","(29, 11, 23, 17)"
11,"[11, 17, 23, 29]","(17, 23, 29, 11)"
11,"[11, 17, 23, 29]","(23, 11, 17, 29)"
11,"[11, 17, 23, 29]","(29, 17, 11, 23)"
11,"[11, 17, 23, 29]","(11, 23, 17, 29)"
11,"[11, 17, 23, 29]","(23, 11, 17, 29)"
11,"[11, 17, 23, 29]","(29, 23, 17, 11)"
11,"[11, 17, 23, 29]","(11, 23, 17, 29)"
11,"[11, 17, 23, 29]","(29, 23, 11, 17)"
11,"[11, 17, 23, 29]","(23, 29, 17, 11)"
11,"[11, 17, 23, 29]","(11, 29, 17, 23)"
11,"[11, 17, 23, 29]","(29, 23, 17, 11)"
11,"[11, 17, 23, 29]","(17, 11, 23, 29)"
11,"[11, 17, 23, 29]","(29, 23, 11, 17)"
11,"[11, 17, 23, 29]","(23, 29, 17, 11)"
11,"[11, 17, 23, 29]","(17, 29, 23, 11)"
11,"[11, 17, 23, 29]","(11, 23, 17, 29)"
11,"[11, 17, 23, 29]","(17, 11, 23, 29)"
11,"[11, 17, 23, 29]","(17, 23, 11, 29)"
11,"[11, 17, 23, 29]","(17, 11, 23, 29)"
11,"[11, 17, 23, 29]","(23, 17, 11, 29)"
11,"[11, 17, 23, 29]","(17, 29, 23, 11)"
11,"[11, 17, 23, 29]","(23, 17, 11, 29)"
11,"[11, 17, 23, 29]","(17, 23, 11, 29)"
11,"[11, 17, 23, 29]","(29, 17, 11, 23)"
11,"[11, 17, 23, 29]","(23, 29, 11, 17)"
11,"[11, 17, 23, 29]","(29, 23, 17, 11)"
11,"[11, 17, 23, 29]","(17, 23, 29, 11)"
11,"[11, 17, 23, 29]","(17, 29, 23, 11)"
11,"[11, 17, 23, 29]","(17, 11, 23, 29)"
11,"[11, 17, 23, 29]","(11, 29, 17, 23)"
11,"[11, 17, 23, 29]","(17, 11, 23, 29)"
11,"[11, 17, 23, 29]","(11, 23, 17, 29)"
11,"[11, 17, 23, 29]","(23, 17, 29, 11)"
11,"[11, 17, 23, 29]","(23, 11, 17, 29)"
11,"[11, 17, 23, 29]","(17, 29, 23, 11)"
11,"[11, 17, 23, 29]","(29, 17, 23, 11)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(23, 29, 11, 17)"
11,"[11, 17, 23, 29]","(29, 11, 17, 23)"
11,"[11, 17, 23, 29]","(11, 23, 29, 17)"
11,"[11, 17, 23, 29]","(29, 23, 17, 11)"
11,"[11, 17, 23, 29]","(29, 11, 23, 17)"
11,"[11, 17, 23, 29]","(23, 29, 11, 17)"
11,"[11, 17, 23, 29]","(23, 29, 17, 11)"
11,"[11, 17, 23, 29]","(23, 17, 29, 11)"
11,"[11, 17, 23, 29]","(17, 29, 23, 11)"
11,"[11, 17, 23, 29]","(29, 17, 11, 23)"
11,"[11, 17, 23, 29]","(29, 11, 17, 23)"
11,"[11, 17, 23, 29]","(11, 29, 23, 17)"
11,"[11, 17, 23, 29]","(17, 29, 11, 23)"
11,"[11, 17, 23, 29]","(29, 17, 23, 11)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(23, 11, 17, 29)"
11,"[11, 17, 23, 29]","(17, 11, 23, 29)"
11,"[11, 17, 23, 29]","(11, 17, 29, 23)"
11,"[11, 17, 23, 29]","(23, 17, 11, 29)"
11,"[11, 17, 23, 29]","(17, 23, 11, 29)"
11,"[11, 17, 23, 29]","(11, 17, 29, 23)"
11,"[11, 17, 23, 29]","(29, 17, 11, 23)"
11,"[11, 17, 23, 29]","(17, 29, 11, 23)"
11,"[11, 17, 23, 29]","(29, 23, 17, 11)"
11,"[11, 17, 23, 29]","(11, 29, 17, 23)"
11,"[11, 17, 23, 29]","(29, 23, 11, 17)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 29, 17, 23)"
11,"[11, 17, 23, 29]","(29, 23, 17, 11)"
11,"[11, 17, 23, 29]","(17, 23, 29, 11)"
11,"[11, 17, 23, 29]","(23, 29, 11, 17)"
11,"[11, 17, 23, 29]","(11, 29, 17, 23)"
11,"[11, 17, 23, 29]","(29, 11, 23, 17)"
11,"[11, 17, 23, 29]","(29, 17, 23, 11)"
11,"[11, 17, 23, 29]","(23, 17, 29, 11)"
11,"[11, 17, 23, 29]","(17, 11, 29, 23)"
11,"[11, 17, 23, 29]","(29, 23, 11, 17)"
11,"[11, 17, 23, 29]","(23, 11, 17, 29)"
11,"[11, 17, 23, 29]","(23, 29, 17, 11)"
11,"[11, 17, 23, 29]","(23, 17, 29, 11)"
11,"[11, 17, 23, 29]","(23, 29, 17, 11)"
11,"[11, 17, 23, 29]","(17, 11, 29, 23)"
11,"[11, 17, 23, 29]","(23, 17, 11, 29)"
11,"[11, 17, 23, 29]","(17, 29, 23, 11)"
11,"[11, 17, 23, 29]","(23, 29, 17, 11)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(17, 29, 23, 11)"
11,"[11, 17, 23, 29]","(11, 17, 29, 23)"
11,"[11, 17, 23, 29]","(29, 17, 11, 23)"
11,"[11, 17, 23, 29]","(23, 11, 17, 29)"
11,"[11, 17, 23, 29]","(11, 29, 17, 23)"
11,"[11, 17, 23, 29]","(23, 11, 17, 29)"
11,"[11, 17, 23, 29]","(23, 11, 29, 17)"
11,"[11, 17, 23, 29]","(17, 11, 29, 23)"
11,"[11, 17, 23, 29]","(29, 11, 23, 17)"
11,"[11, 17, 23, 29]","(11, 17, 29, 23)"
11,"[11, 17, 23, 29]","(11, 29, 23, 17)"
11,"[11, 17, 23, 29]","(11, 23, 17, 29)"
11,"[11, 17, 23, 29]","(11, 29, 23, 17)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 29, 23, 17)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(23, 11, 29, 17)"
11,"[11, 17, 23, 29]","(29, 23, 11, 17)"
11,"[11, 17, 23, 29]","(17, 29, 11, 23)"
11,"[11, 17, 23, 29]","(23, 17, 11, 29)"
11,"[11, 17, 23, 29]","(29, 17, 11, 23)"
11,"[11, 17, 23, 29]","(11, 29, 17, 23)"
11,"[11, 17, 23, 29]","(11, 23, 29, 17)"
11,"[11, 17, 23, 29]","(11, 23, 17, 29)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(29, 23, 17, 11)"
11,"[11, 17, 23, 29]","(11, 23, 17, 29)"
11,"[11, 17, 23, 29]","(23, 17, 11, 29)"
11,"[11, 17, 23, 29]","(17, 29, 11, 23)"
11,"[11, 17, 23, 29]","(23, 17, 29, 11)"
11,"[11, 17, 23, 29]","(17, 23, 11, 29)"
11,"[11, 17, 23, 29]","(29, 17, 11, 23)"
11,"[11, 17, 23, 29]","(17, 23, 11, 29)"
11,"[11, 17, 23, 29]","(29, 17, 23, 11)"
11,"[11, 17, 23, 29]","(29, 11, 23, 17)"
11,"[11, 17, 23, 29]","(17, 23, 29, 11)"
11,"[11, 17, 23, 29]","(29, 11, 17, 23)"
11,"[11, 17, 23, 29]","(29, 17, 11, 23)"
11,"[11, 17, 23, 29]","(23, 11, 17, 29)"
11,"[11, 17, 23, 29]","(17, 29, 11, 23)"
11,"[11, 17, 23, 29]","(17, 23, 29, 11)"
11,"[11, 17, 23, 29]","(29, 23, 17, 11)"
11,"[11, 17, 23, 29]","(17, 11, 29, 23)"
11,"[11, 17, 23, 29]","(17, 11, 29, 23)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 29, 23, 17)"
11,"[11, 17, 23, 29]","(29, 11, 17, 23)"
11,"[11, 17, 23, 29]","(29, 23, 11, 17)"
11,"[11, 17, 23, 29]","(23, 17, 11, 29)"
11,"[11, 17, 23, 29]","(23, 17, 29, 11)"
11,"[11, 17, 23, 29]","(23, 29, 11, 17)"
11,"[11, 17, 23, 29]","(29, 23, 11, 17)"
11,"[11, 17, 23, 29]","(17, 29, 23, 11)"
11,"[11, 17, 23, 29]","(29, 17, 23, 11)"
11,"[11, 17, 23, 29]","(29, 11, 23, 17)"
11,"[11, 17, 23, 29]","(11, 29, 23, 17)"
11,"[11, 17, 23, 29]","(17, 29, 11, 23)"
11,"[11, 17, 23, 29]","(23, 29, 11, 17)"
11,"[11, 17, 23, 29]","(23, 29, 17, 11)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(17, 29, 23, 11)"
11,"[11, 17, 23, 29]","(23, 11, 29, 17)"
11,"[11, 17, 23, 29]","(17, 23, 11, 29)"
11,"[11, 17, 23, 29]","(29, 17, 11, 23)"
11,"[11, 17, 23, 29]","(29, 17, 11, 23)"
11,"[11, 17, 23, 29]","(11, 23, 17, 29)"
11,"[11, 17, 23, 29]","(23, 29, 17, 11)"
11,"[11, 17, 23, 29]","(23, 17, 11, 29)"
11,"[11, 17, 23, 29]","(17, 11, 23, 29)"
11,"[11, 17, 23, 29]","(11, 23, 17, 29)"
11,"[11, 17, 23, 29]","(23, 11, 17, 29)"
11,"[11, 17, 23, 29]","(11, 29, 23, 17)"
11,"[11, 17, 23, 29]","(11, 29, 23, 17)"
11,"[11, 17, 23, 29]","(29, 11, 17, 23)"
11,"[11, 17, 23, 29]","(29, 23, 11, 17)"
11,"[11, 17, 23, 29]","(17, 23, 11, 29)"
11,"[11, 17, 23, 29]","(17, 23, 29, 11)"
11,"[11, 17, 23, 29]","(11, 23, 17, 29)"
11,"[11, 17, 23, 29]","(17, 29, 11, 23)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(17, 23, 29, 11)"
11,"[11, 17, 23, 29]","(29, 11, 23, 17)"
11,"[11, 17, 23, 29]","(17, 11, 29, 23)"
11,"[11, 17, 23, 29]","(23, 17, 29, 11)"
11,"[11, 17, 23, 29]","(17, 11, 23, 29)"
11,"[11, 17, 23, 29]","(29, 17, 11, 23)"
11,"[11, 17, 23, 29]","(23, 11, 17, 29)"
11,"[11, 17, 23, 29]","(29, 11, 23, 17)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(17, 11, 29, 23)"
11,"[11, 17, 23, 29]","(29, 11, 23, 17)"
11,"[11, 17, 23, 29]","(11, 29, 17, 23)"
11,"[11, 17, 23, 29]","(23, 29, 17, 11)"
11,"[11, 17, 23, 29]","(29, 23, 17, 11)"
11,"[11, 17, 23, 29]","(17, 11, 29, 23)"
11,"[11, 17, 23, 29]","(23, 29, 17, 11)"
11,"[11, 17, 23, 29]","(29, 11, 17, 23)"
11,"[11, 17, 23, 29]","(17, 29, 11, 23)"
11,"[11, 17, 23, 29]","(29, 23, 11, 17)"
11,"[11, 17, 23, 29]","(11, 29, 17, 23)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(17, 11, 23, 29)"
11,"[11, 17, 23, 29]","(11, 29, 23, 17)"
11,"[11, 17, 23, 29]","(29, 17, 23, 11)"
11,"[11, 17, 23, 29]","(23, 17, 29, 11)"
11,"[11, 17, 23, 29]","(29, 23, 11, 17)"
11,"[11, 17, 23, 29]","(17, 11, 29, 23)"
11,"[11, 17, 23, 29]","(17, 23, 29, 11)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(29, 23, 17, 11)"
11,"[11, 17, 23, 29]","(29, 11, 17, 23)"
11,"[11, 17, 23, 29]","(11, 23, 29, 17)"
11,"[11, 17, 23, 29]","(17, 11, 23, 29)"
11,"[11, 17, 23, 29]","(23, 29, 11, 17)"
11,"[11, 17, 23, 29]","(29, 23, 17, 11)"
11,"[11, 17, 23, 29]","(11, 17, 29, 23)"
11,"[11, 17, 23, 29]","(29, 23, 11, 17)"
11,"[11, 17, 23, 29]","(29, 17, 23, 11)"
11,"[11, 17, 23, 29]","(11, 23, 17, 29)"
11,"[11, 17, 23, 29]","(29, 11, 23, 17)"
11,"[11, 17, 23, 29]","(11, 17, 29, 23)"
11,"[11, 17, 23, 29]","(29, 23, 17, 11)"
11,"[11, 17, 23, 29]","(23, 11, 29, 17)"
11,"[11, 17, 23, 29]","(17, 23, 29, 11)"
11,"[11, 17, 23, 29]","(17, 29, 23, 11)"
11,"[11, 17, 23, 29]","(29, 23, 17, 11)"
11,"[11, 17, 23, 29]","(17, 29, 23, 11)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(17, 29, 11, 23)"
11,"[11, 17, 23, 29]","(29, 23, 17, 11)"
11,"[11, 17, 23, 29]","(11, 29, 17, 23)"
11,"[11, 17, 23, 29]","(11, 23, 17, 29)"
11,"[11, 17, 23, 29]","(23, 29, 17, 11)"
11,"[11, 17, 23, 29]","(11, 23, 17, 29)"
11,"[11, 17, 23, 29]","(17, 23, 11, 29)"
11,"[11, 17, 23, 29]","(29, 17, 23, 11)"
11,"[11, 17, 23, 29]","(23, 17, 29, 11)"
11,"[11, 17, 23, 29]","(23, 29, 11, 17)"
11,"[11, 17, 23, 29]","(11, 17, 29, 23)"
11,"[11, 17, 23, 29]","(29, 11, 23, 17)"
11,"[11, 17, 23, 29]","(17, 23, 29, 11)"
11,"[11, 17, 23, 29]","(17, 23, 11, 29)"
11,"[11, 17, 23, 29]","(29, 23, 11, 17)"
11,"[11, 17, 23, 29]","(23, 17, 29, 11)"
11,"[11, 17, 23, 29]","(29, 17, 23, 11)"
11,"[11, 17, 23, 29]","(29, 11, 23, 17)"
11,"[11, 17, 23, 29]","(11, 17, 29, 23)"
11,"[11, 17, 23, 29]","(23, 29, 17, 11)"
11,"[11, 17, 23, 29]","(11, 29, 23, 17)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
11,"[11, 17, 23, 29]","(11, 29, 17, 23)"
11,"[11, 17, 23, 29]","(17, 11, 29, 23)"
11,"[11, 17, 23, 29]","(29, 17, 23, 11)"
11,"[11, 17, 23, 29]","(29, 23, 17, 11)"
11,"[11, 17, 23, 29]","(17, 29, 11, 23)"
11,"[11, 17, 23, 29]","(17, 29, 23, 11)"
11,"[11, 17, 23, 29]","(29, 11, 17, 23)"
11,"[11, 17, 23, 29]","(17, 11, 23, 29)"
11,"[11, 17, 23, 29]","(29, 11, 17, 23)"
11,"[11, 17, 23, 29]","(29, 17, 23, 11)"
11,"[11, 17, 23, 29]","(23, 17, 11, 29)"
11,"[11, 17, 23, 29]","(29, 11, 17, 23)"
11,"[11, 17, 23, 29]","(11, 17, 29, 23)"
11,"[11, 17, 23, 29]","(17, 29, 11, 23)"
11,"[11, 17, 23, 29]","(17, 23, 29, 11)"
11,"[11, 17, 23, 29]","(11, 29, 23, 17)"
11,"[11, 17, 23, 29]","(29, 11, 23, 17)"
11,"[11, 17, 23, 29]","(23, 29, 11, 17)"
11,"[11, 17, 23, 29]","(23, 11, 17, 29)"
11,"[11, 17, 23, 29]","(11, 23, 29, 17)"
11,"[11, 17, 23, 29]","(29, 11, 23, 17)"
11,"[11, 17, 23, 29]","(17, 23, 29, 11)"
11,"[11, 17, 23, 29]","(17, 11, 29, 23)"
11,"[11, 17, 23, 29]","(29, 17, 11, 23)"
11,"[11, 17, 23, 29]","(23, 29, 11, 17)"
11,"[11, 17, 23, 29]","(23, 17, 11, 29)"
11,"[11, 17, 23, 29]","(29, 23, 11, 17)"
11,"[11, 17, 23, 29]","(11, 29, 23, 17)"
11,"[11, 17, 23, 29]","(23, 17, 11, 29)"
11,"[11, 17, 23, 29]","(23, 17, 11, 29)"
11,"[11, 17, 23, 29]","(23, 11, 29, 17)"
11,"[11, 17, 23, 29]","(29, 11, 17, 23)"
11,"[11, 17, 23, 29]","(11, 17, 29, 23)"
11,"[11, 17, 23, 29]","(11, 23, 17, 29)"
11,"[11, 17, 23, 29]","(11, 29, 17, 23)"
11,"[11, 17, 23, 29]","(17, 23, 11, 29)"
11,"[11, 17, 23, 29]","(23, 17, 29, 11)"
11,"[11, 17, 23, 29]","(17, 11, 29, 23)"
11,"[11, 17, 23, 29]","(17, 11, 23, 29)"
11,"[11, 17, 23, 29]","(17, 29, 23, 11)"
11,"[11, 17, 23, 29]","(11, 23, 29, 17)"
11,"[11, 17, 23, 29]","(23, 11, 29, 17)"
11,"[11, 17, 23, 29]","(17, 23, 29, 11)"
11,"[11, 17, 23, 29]","(11, 23, 17, 29)"
11,"[11, 17, 23, 29]","(23, 11, 17, 29)"
11,"[11, 17, 23, 29]","(23, 17, 11, 29)"
11,"[11, 17, 23, 29]","(23, 17, 29, 11)"
11,"[11, 17, 23, 29]","(17, 29, 23, 11)"
11,"[11, 17, 23, 29]","(23, 11, 29, 17)"
11,"[11, 17, 23, 29]","(29, 11, 17, 23)"
11,"[11, 17, 23, 29]","(29, 11, 23, 17)"
11,"[11, 17, 23, 29]","(23, 29, 17, 11)"
11,"[11, 17, 23, 29]","(23, 29, 17, 11)"
11,"[11, 17, 23, 29]","(11, 23, 29, 17)"
11,"[11, 17, 23, 29]","(17, 29, 23, 11)"
11,"[11, 17, 23, 29]","(11, 29, 23, 17)"
11,"[11, 17, 23, 29]","(29, 11, 23, 17)"
11,"[11, 17, 23, 29]","(11, 23, 29, 17)"
11,"[11, 17, 23, 29]","(23, 11, 29, 17)"
11,"[11, 17, 23, 29]","(17, 11, 23, 29)"
11,"[11, 17, 23, 29]","(29, 17, 23, 11)"
11,"[11, 17, 23, 29]","(23, 29, 11, 17)"
11,"[11, 17, 23, 29]","(17, 11, 23, 29)"
11,"[11, 17, 23, 29]","(11, 29, 23, 17)"
11,"[11, 17, 23, 29]","(29, 11, 17, 23)"
11,"[11, 17, 23, 29]","(17, 23, 29, 11)"
11,"[11, 17, 23, 29]","(11, 23, 17, 29)"
11,"[11, 17, 23, 29]","(23, 29, 17, 11)"
11,"[11, 17, 23, 29]","(29, 11, 23, 17)"
11,"[11, 17, 23, 29]","(17, 23, 11, 29)"
11,"[11, 17, 23, 29]","(23, 17, 29, 11)"
11,"[11, 17, 23, 29]","(23, 17, 11, 29)"
11,"[11, 17, 23, 29]","(29, 17, 23, 11)"
11,"[11, 17, 23, 29]","(11, 17, 23, 29)"
